Cup,A small container used for drinking,1,0,0,,,,,
Doll,A small figure representing a human,1,0,0,,,,,
Arm,The limb connected to your shoulder,1,0,0,,,,,
Ball,"Used in many sports, like soccer or tennis",1,0,0,,,,,
Chalk,"A soft, white substance used for writing on blackboards",1,0,0,,,,,
Dust,Tiny particles of matter that accumulate on surfaces,1,0,0,,,,,
Ankle,The joint connecting your foot to your leg,1,0,0,,,,,
Bicycle,"A vehicle with two wheels, powered by pedaling",1,0,0,,,,,
Clock,A device that measures and displays time,1,0,0,,,,,
Donut,"A round, fried pastry with a hole in the center",1,0,0,,,,,
Acorn,A nut produced by an oak tree,1,0,0,,,,,
Bag,"Used to carry items, often made of fabric or plastic",1,0,0,,,,,
Car,A vehicle with four wheels used for transportation,1,0,0,,,,,
Desk,A piece of furniture where you work,1,0,0,,,,,
Apron,A garment worn to protect clothes while cooking,1,0,0,,,,,
Bread,"A staple food made from dough, typically used for sandwiches",1,0,0,,,,,
Crayon,A stick of colored wax used for drawing or coloring,1,0,0,,,,,
Apple,"A fruit that can be red, green, or yellow",1,0,0,,,,,
Box,A square or rectangular container,1,0,0,,,,,
Doll,"A small figure representing a human, often a child's toy",1,0,0,,,,,
Arch,"A curved structure, often used in buildings or bridges",1,0,0,,,,,
Bowl,A deep dish used for holding food or liquid,1,0,0,,,,,
Cheese,"A food made from milk, often used in sandwiches",1,0,0,,,,,
Desk,A piece of furniture used for studying or working,1,0,0,,,,,
Angel,A spiritual being often depicted with wings,1,0,0,,,,,
Brick,A rectangular block used in construction,1,0,0,,,,,
Cup,A small container used for drinking liquids,1,0,0,,,,,
Door,A movable barrier that allows access to a room or building,1,0,0,,,,,
Alley,A narrow passage between buildings,1,0,0,,,,,
Basket,"A container made of interwoven material, often used for carrying items",1,0,0,,,,,
Cloud,A mass of condensed water vapor floating in the sky,1,0,0,,,,,
Desk,A table used for writing or working,1,0,0,,,,,
Arrow,A symbol or pointer indicating direction,1,0,0,,,,,
Anchor,A heavy object used to keep a ship in place,1,0,0,,,,,
Basket,A woven container for holding or carrying goods,1,0,0,,,,,
Castle,"A fortified structure, often from the medieval period",1,0,0,,,,,
Dragon,"A large, serpent-like creature often found in folklore",1,0,0,,,,,
Apricot,A stone fruit related to peaches and plums,1,0,0,,,,,
Battery,A device that stores energy for electronic devices,1,0,0,,,,,
Curtain,A piece of fabric used to block light or provide privacy,1,0,0,,,,,
Diary,A book where people write daily thoughts or events,1,0,0,,,,,
Athlete,A person who is trained in sports and physical activities,1,0,0,,,,,
Blanket,"A large, soft cloth used to keep warm, usually on a bed",1,0,0,,,,,
Coconut,"A large, round fruit with a hard shell and white flesh",1,0,0,,,,,
Dice,"Small cubes used in games of chance, typically with six faces",1,0,0,,,,,
Ambulance,A vehicle used for transporting sick or injured people,1,0,0,,,,,
Balloon,A rubber or plastic bag that is inflated with air or helium,1,0,0,,,,,
Compass,"A device used for finding direction, often pointing north",1,0,0,,,,,
Dolphin,An intelligent marine mammal known for its playful behavior,1,0,0,,,,,
Album,A collection of music tracks released together,1,0,0,,,,,
Blanket,"A large, soft cloth used to keep warm, typically on a bed",1,0,0,,,,,
Clown,An entertainer who wears colorful makeup and clothes,1,0,0,,,,,
Desert,A barren area with little rainfall and sparse vegetation,1,0,0,,,,,
Alphabet,A standard set of letters used in a language,1,0,0,,,,,
Bridge,A structure built to span physical obstacles like water or roads,1,0,0,,,,,
Calendar,"A system for organizing days, weeks, and months of the year",1,0,0,,,,,
Diamond,"A valuable, transparent crystal often used in jewelry",1,0,0,,,,,
Avenue,"A wide street in a city, often lined with trees",1,0,0,,,,,
Broccoli,"A green vegetable with a tree-like structure, rich in nutrients",1,0,0,,,,,
Candle,A cylindrical object made of wax with a wick that burns,1,0,0,,,,,
Dentist,A medical professional who specializes in oral health,1,0,0,,,,,
Artist,A person who creates visual or performing arts,1,0,0,,,,,
Butterfly,"An insect with large, colorful wings and a delicate body",1,0,0,,,,,
Chalk,A soft limestone substance used for writing on blackboards,1,0,0,,,,,
Donkey,A domesticated hoofed mammal known for its strength and endurance,1,0,0,,,,,
Armchair,A cushioned chair with side supports for the arms,1,0,0,,,,,
Broom,"A long-handled tool with bristles, used for sweeping",1,0,0,,,,,
Cloud,A visible mass of condensed water vapor floating in the atmosphere,1,0,0,,,,,
Doorway,The opening that forms the entrance to a room or building,1,0,0,,,,,
Actor,"A person who performs in plays, movies, or television shows",1,0,0,,,,,
Butter,A creamy spread made from churned milk or cream,1,0,0,,,,,
Circle,A perfectly round shape with all points equidistant from the center,1,0,0,,,,,
Drawer,"A sliding compartment, typically found in furniture, for storing items",1,0,0,,,,,
Apron,"A cloth worn over clothing to protect it, especially while cooking",1,0,0,,,,,
Buzzer,An electronic device that makes a buzzing sound as an alert,1,0,0,,,,,
Cradle,"A small, rocking bed used for infants",1,0,0,,,,,
Desert,"A dry, barren area with little precipitation",1,0,0,,,,,
Attic,A room or space located just below the roof of a building,1,0,0,,,,,
Button,"A small disc sewn onto clothes, used to fasten them together",1,0,0,,,,,
Cart,"A small, wheeled vehicle used to carry items, often in stores",1,0,0,,,,,
Daffodil,A bright yellow flower that blooms in spring,1,0,0,,,,,
Alleyway,A narrow passage between buildings,1,0,0,,,,,
Bracelet,An ornamental band or chain worn around the wrist,1,0,0,,,,,
Crystal,"A clear, solid substance with a symmetrical, geometric shape",1,0,0,,,,,
Dock,A structure where boats can be moored,1,0,0,,,,,
Avenue,"A wide street in a city, often lined with trees",1,0,0,,,,,
Branch,A limb or subdivision of a tree,1,0,0,,,,,
Clamp,A device used to hold objects tightly together,1,0,0,,,,,
Document,A written or printed paper that provides information,1,0,0,,,,,
Airplane,A powered aircraft used for transportation through the air,1,0,0,,,,,
Bucket,"A cylindrical container with a handle, used for carrying liquids",1,0,0,,,,,
Camera,A device used for capturing photographs or videos,1,0,0,,,,,
Dinosaur,"A large, prehistoric reptile that lived millions of years ago",1,0,0,,,,,
Animal,A multicellular organism that is capable of movement and sensory response,1,0,0,,,,,
Bridge,"A structure built to span a river, road, or other obstacle",1,0,0,,,,,
Cupcake,"A small, individual cake baked in a cup-shaped mold",1,0,0,,,,,
Drumstick,A stick used for playing a drum,1,0,0,,,,,
Antenna,"A device used to receive or transmit signals, often for TVs or radios",1,0,0,,,,,
Bricks,"Rectangular blocks used in construction, typically made of clay",1,0,0,,,,,
Cushion,"A soft, padded object used for comfort, often on chairs or sofas",1,0,0,,,,,
Doorstep,A step leading up to the entrance of a building,1,0,0,,,,,
Ashtray,A container for ash and cigarette butts,1,0,0,,,,,
Bucket,"A cylindrical container with a handle, used to carry liquids",1,0,0,,,,,
Collar,"A band or strip worn around the neck, often as part of clothing",1,0,0,,,,,
Dashboard,"The control panel in a vehicle, housing the gauges and controls",1,0,0,,,,,
Avenue,"A broad road or path, often in a city",1,0,0,,,,,
Bridge,"A structure that allows passage over an obstacle, like a river",1,0,0,,,,,
Chalkboard,"A smooth, dark surface used for writing with chalk",1,0,0,,,,,
Dentist,A healthcare professional who specializes in teeth and gums,1,0,0,,,,,
Album,A book or digital collection for storing photographs,1,0,0,,,,,
Blanket,"A large, warm cloth used on beds to keep warm",1,0,0,,,,,
Crane,A machine used for lifting and moving heavy objects,1,0,0,,,,,
Dock,A structure where boats can be secured and loaded or unloaded,1,0,0,,,,,
Apartment,A self-contained housing unit that occupies part of a building,1,0,0,,,,,
Battery,A device that stores and supplies electrical energy,1,0,0,,,,,
Carrot,"An orange, crunchy root vegetable",1,0,0,,,,,
Drawer,"A pull-out storage space in furniture, like desks or dressers",1,0,0,,,,,
Alligator,"A large, carnivorous reptile found in rivers and swamps",1,0,0,,,,,
Bubble,A spherical pocket of air or gas in a liquid,1,0,0,,,,,
Compass,"A device used for finding directions, typically pointing north",1,0,0,,,,,
Desk,"A piece of furniture used for working, writing, or studying",1,0,0,,,,,
Ankle,The joint that connects the foot to the leg,1,0,0,,,,,
Balloon,"A rubber object filled with air or gas, often used in celebrations",1,0,0,,,,,
Cushion,A padded object used for comfort on seats or sofas,1,0,0,,,,,
Doormat,A mat placed at the door to wipe feet on,1,0,0,,,,,
Egg,"A common food from chickens, often boiled or fried",1,0,0,,,,,
Flower,"A colorful, fragrant part of a plant",1,0,0,,,,,
Glass,"A brittle, transparent substance often used in windows or bottles",1,0,0,,,,,
House,A building where people reside,1,0,0,,,,,
Ear,The part of the body used for hearing,1,0,0,,,,,
Fruit,"A sweet or sour product of a plant, like apples or oranges",1,0,0,,,,,
Garden,"A piece of ground where flowers, vegetables, or herbs are grown",1,0,0,,,,,
Hat,A piece of clothing worn on the head,1,0,0,,,,,
Envelope,A flat paper container used to enclose letters or documents,1,0,0,,,,,
Fork,A utensil with prongs used to pick up food,1,0,0,,,,,
Grass,A common green plant that covers the ground in lawns,1,0,0,,,,,
Hand,"The end part of a person's arm, used for holding or grabbing",1,0,0,,,,,
Eye,The organ that allows you to see,1,0,0,,,,,
Fan,A device that circulates air to cool or ventilate,1,0,0,,,,,
Grapes,"A small, juicy fruit often used to make wine",1,0,0,,,,,
Hammer,A hand tool used to drive nails into wood or break objects,1,0,0,,,,,
Elbow,The joint between the upper and lower parts of the arm,1,0,0,,,,,
Fence,"A structure that encloses an area, typically made of wood or metal",1,0,0,,,,,
Guitar,A stringed instrument played by strumming or plucking,1,0,0,,,,,
Hanger,A device used to hang clothes in a closet,1,0,0,,,,,
Engine,A machine that converts energy into mechanical work,1,0,0,,,,,
Forklift,A small industrial vehicle used to lift and move materials,1,0,0,,,,,
Gift,Something given to someone on a special occasion,1,0,0,,,,,
Heart,The organ in your chest that pumps blood through your body,1,0,0,,,,,
Elevator,A platform or compartment housed in a shaft for raising and lowering people or things to different floors or levels,1,0,0,,,,,
Finger,One of the five digits on the hand,1,0,0,,,,,
Grasshopper,A plant-eating insect with long legs for jumping,1,0,0,,,,,
Hill,"A naturally raised area of land, not as high as a mountain",1,0,0,,,,,
Earth,"The third planet from the Sun, where we live",1,0,0,,,,,
Feather,"A lightweight, soft part of a bird used for flying and insulation",1,0,0,,,,,
Gate,A movable barrier that allows access through a wall or fence,1,0,0,,,,,
Horse,"A large, strong animal used for riding and carrying loads",1,0,0,,,,,
Easel,A stand used by artists to hold a canvas while painting,1,0,0,,,,,
Frame,A structure that surrounds and supports a picture or mirror,1,0,0,,,,,
Glue,A thick liquid used to stick materials together,1,0,0,,,,,
Honey,"A sweet, sticky substance made by bees from nectar",1,0,0,,,,,
Eraser,A tool used to remove pencil marks,1,0,0,,,,,
Fire,"The visible part of combustion, producing heat and light",1,0,0,,,,,
Glasses,"Lenses set in frames, worn to correct vision or protect eyes",1,0,0,,,,,
Hammer,A hand tool with a heavy head used for breaking or driving,1,0,0,,,,,
Envelope,A flat paper container used for sending letters,1,0,0,,,,,
Fork,A utensil with prongs used to pick up food,1,0,0,,,,,
Grass,A common green plant that covers the ground in yards or parks,1,0,0,,,,,
Hedge,"A line of closely planted shrubs or bushes, often used as a boundary",1,0,0,,,,,
Eggplant,"A large, purple vegetable with a smooth, glossy skin",1,0,0,,,,,
Flag,"A piece of fabric with a distinctive design, used as a symbol or signal",1,0,0,,,,,
Goat,A hardy domesticated ruminant animal with backward-curving horns,1,0,0,,,,,
Hospital,A place where people go to receive medical care,1,0,0,,,,,
Electricity,A form of energy used to power devices and machines,1,0,0,,,,,
Feather,"A lightweight, soft part of a bird used for flying and insulation",1,0,0,,,,,
Gate,A structure that swings or slides to allow passage through a fence or wall,1,0,0,,,,,
Hero,A person admired for their courage or noble qualities,1,0,0,,,,,
Elephant,"A large, grey animal with a trunk and tusks",1,0,0,,,,,
Firewood,Wood collected or prepared to be burned for fuel,1,0,0,,,,,
Grapefruit,"A large, round citrus fruit with a tangy, slightly bitter taste",1,0,0,,,,,
Helmet,A protective headgear worn to prevent injuries,1,0,0,,,,,
Envelope,A flat paper container used to enclose letters or documents,1,0,0,,,,,
Floor,The part of a room on which you stand or walk,1,0,0,,,,,
Garden,"An area where plants, flowers, or vegetables are grown",1,0,0,,,,,
Horn,"A device that makes a loud sound, often used in vehicles",1,0,0,,,,,
Earphones,Small speakers that fit in or over the ears to listen to audio,1,0,0,,,,,
Fence,"A structure that encloses an area, typically made of wood, wire, or metal",1,0,0,,,,,
Garage,A building or shed for housing a vehicle or vehicles,1,0,0,,,,,
Hammer,A hand tool used for driving nails into wood or breaking objects,1,0,0,,,,,
Engine,A machine that converts fuel into mechanical energy,1,0,0,,,,,
Frying pan,"A shallow pan with a long handle, used for frying food",1,0,0,,,,,
Goose,"A large bird that is similar to a duck, known for its honking call",1,0,0,,,,,
Hook,A curved or bent tool used for catching or holding things,1,0,0,,,,,
Earring,A piece of jewelry worn on the earlobe,1,0,0,,,,,
Forklift,A small industrial vehicle used to lift and move materials,1,0,0,,,,,
Grapes,"Small, juicy fruits that grow in clusters on vines",1,0,0,,,,,
Horse,"A large, domesticated animal known for its strength and speed",1,0,0,,,,,
Eyeglasses,"Lenses set in frames, worn to correct or assist eyesight",1,0,0,,,,,
Fish,A cold-blooded animal that lives in water and has gills,1,0,0,,,,,
Garage,"A structure for housing vehicles, often attached to a house",1,0,0,,,,,
Garden,"An outdoor area where flowers, vegetables, or herbs are cultivated",1,0,0,,,,,
Headphones,A pair of small speakers worn over or in the ears for listening to sound,1,0,0,,,,,
Envelope,A flat paper container used to enclose letters or documents,1,0,0,,,,,
Fan,A device that moves air to cool or ventilate a space,1,0,0,,,,,
Fence,"A structure that encloses an area, typically made of wood or wire",1,0,0,,,,,
Gate,A door-like structure that allows access through a wall or fence,1,0,0,,,,,
Ice,"Water in its solid state, typically used to cool drinks",1,0,0,,,,,
Jacket,A piece of clothing worn on the upper body for warmth,1,0,0,,,,,
Idea,A mental representation of something,1,0,0,,,,,
Juice,A drink made by squeezing fruits or vegetables,1,0,0,,,,,
Insect,"A small, six-legged animal, like an ant or bee",1,0,0,,,,,
Jungle,A tropical forest with dense vegetation,1,0,0,,,,,
Iron,"A metal element, also a device used to press clothes",1,0,0,,,,,
Jam,"A sweet, thick spread made from fruit and sugar",1,0,0,,,,,
Island,A piece of land completely surrounded by water,1,0,0,,,,,
Jelly,"A sweet, soft, and often fruit-flavored dessert",1,0,0,,,,,
Ink,A colored liquid used for writing or printing,1,0,0,,,,,
Jacket,An outer garment for the upper body,1,0,0,,,,,
Internet,A worldwide system of interconnected computers and devices,1,0,0,,,,,
Jump,To push yourself off the ground using your legs,1,0,0,,,,,
Igloo,"A dome-shaped house made of blocks of snow, typically built by Inuits",1,0,0,,,,,
Jar,"A wide-mouthed container typically made of glass, used for storing food",1,0,0,,,,,
Illness,A condition of being unwell or sick,1,0,0,,,,,
Jewel,"A valuable stone, often used in jewelry",1,0,0,,,,,
Invite,To ask someone to attend an event or activity,1,0,0,,,,,
Jet,An airplane powered by jet engines,1,0,0,,,,,
Iceberg,"A large mass of ice floating in the sea, mostly submerged",1,0,0,,,,,
Jacket,A piece of clothing worn on the upper body for warmth or protection,1,0,0,,,,,
Image,A visual representation of something,1,0,0,,,,,
Jellyfish,"A soft-bodied, often transparent sea creature with tentacles",1,0,0,,,,,
Inhale,To draw air or other substances into the lungs,1,0,0,,,,,
Jigsaw,A puzzle made of small interlocking pieces,1,0,0,,,,,
Item,A single thing or unit,1,0,0,,,,,
Juice,A liquid extracted from fruits or vegetables,1,0,0,,,,,
Inch,A unit of measurement equal to 1/12 of a foot,1,0,0,,,,,
Jeans,"A type of pants made from denim, typically blue",1,0,0,,,,,
Ice cream,"A sweet, creamy frozen dessert often enjoyed in a cone or cup",1,0,0,,,,,
Joke,Something said or done to provoke laughter,1,0,0,,,,,
Import,To bring goods or services into a country for sale,1,0,0,,,,,
Jump rope,A rope used for jumping over as a form of exercise or play,1,0,0,,,,,
Icon,"A small graphic or symbol that represents a program, file, or function",1,0,0,,,,,
Joy,A feeling of great pleasure and happiness,1,0,0,,,,,
Inkling,A slight knowledge or suspicion; a hint,1,0,0,,,,,
Jelly,"A soft, clear, and often fruit-flavored spread or dessert",1,0,0,,,,,
Instrument,A tool or device used to produce music,1,0,0,,,,,
Jog,"A slow, steady run for exercise",1,0,0,,,,,
Install,To set up or place something in position for use,1,0,0,,,,,
Jewelry,"Decorative items worn for personal ornamentation, such as rings or necklaces",1,0,0,,,,,
Ice skate,A shoe with a metal blade for skating on ice,1,0,0,,,,,
Join,To link or connect two or more things together,1,0,0,,,,,
Ink,A colored liquid used in pens for writing or drawing,1,0,0,,,,,
Job,A paid position of regular employment,1,0,0,,,,,
Inside,The inner part or interior of something,1,0,0,,,,,
Juice,A liquid naturally contained in fruit or vegetables,1,0,0,,,,,
Idea,A mental conception or notion,1,0,0,,,,,
Jail,A place for the confinement of people accused or convicted of a crime,1,0,0,,,,,
Instant,Happening or done without delay,1,0,0,,,,,
Jazz,A genre of music that originated in the African-American communities,1,0,0,,,,,
Ice cube,"A small, typically cube-shaped piece of frozen water",1,0,0,,,,,
Jogging,"The activity of running at a steady, gentle pace",1,0,0,,,,,
Igneous,A type of rock formed through the cooling and solidification of magma or lava,1,0,0,,,,,
Journey,The act of traveling from one place to another,1,0,0,,,,,
Ingredient,A food item used as part of a recipe,1,0,0,,,,,
Jam,A situation in which vehicles are stuck in traffic and unable to move,1,0,0,,,,,
Ink pen,A pen that uses ink to write on paper,1,0,0,,,,,
Islander,A person who lives on or comes from an island,1,0,0,,,,,
Jaw,The lower part of the face that moves when you open your mouth,1,0,0,,,,,
Instrument,A device used to produce music or perform a specific task,1,0,0,,,,,
Ivory,"A hard, white material from the tusks of elephants",1,0,0,,,,,
Judge,A public official appointed to decide cases in a court of law,1,0,0,,,,,
Iconic,Widely recognized and well-established as a symbol or representation,1,0,0,,,,,
Jellybean,"A small, bean-shaped candy with a soft shell and gelatinous interior",1,0,0,,,,,
Issue,An important topic or problem for discussion or debate,1,0,0,,,,,
Jacket,A short coat that covers the upper part of the body,1,0,0,,,,,
Jealous,Feeling or showing envy of someone or their achievements,1,0,0,,,,,
Input,The information or data entered into a computer or system,1,0,0,,,,,
Junk,Old or discarded items that are considered useless,1,0,0,,,,,
Itemize,To list or break down into individual components or items,1,0,0,,,,,
Jailhouse,A building used as a jail or place of confinement,1,0,0,,,,,
Insect,A small arthropod animal that has six legs and typically one or two pairs of wings,1,0,0,,,,,
Juice box,"A small container of juice, often with a straw attached",1,0,0,,,,,
Invest,To allocate money in the hope of a future return or profit,1,0,0,,,,,
Joyful,"Feeling, expressing, or causing great pleasure and happiness",1,0,0,,,,,
Inkjet,A type of printer that sprays ink onto paper to create an image,1,0,0,,,,,
Jagged,"Having a rough, sharp, or uneven edge or surface",1,0,0,,,,,
Ice pack,"A bag filled with ice, used to reduce swelling or numb pain",1,0,0,,,,,
Just,Based on or behaving according to what is morally right and fair,1,0,0,,,,,
Illustrate,To provide pictures or diagrams that explain or decorate,1,0,0,,,,,
Jewelry box,"A container used to store jewelry like rings, necklaces, and earrings",1,0,0,,,,,
Injure,To cause physical harm or damage to someone or something,1,0,0,,,,,
Jackpot,The largest prize in a game or lottery,1,0,0,,,,,
Kite,"A light frame covered with paper or cloth, flown in the wind",1,0,0,,,,,
Key,A small metal device used to open or close locks,1,0,0,,,,,
King,A male monarch who rules a country or territory,1,0,0,,,,,
Kit,A collection of items or tools needed for a specific purpose,1,0,0,,,,,
Kiss,A gesture involving touching someone with your lips,1,0,0,,,,,
Kangaroo,A large marsupial known for its hopping movement,1,0,0,,,,,
Knife,A sharp-edged instrument used for cutting food or other materials,1,0,0,,,,,
Knot,A fastening made by tying a rope or string,1,0,0,,,,,
Lamp,"An object that produces light, often used for illumination",1,0,0,,,,,
Leaf,"A green, flat part of a plant that absorbs sunlight",1,0,0,,,,,
Lemon,"A yellow, sour fruit often used in cooking and drinks",1,0,0,,,,,
Ladder,A device with steps for climbing up or down,1,0,0,,,,,
Lion,"A large, carnivorous feline known as the ""king of the jungle""",1,0,0,,,,,
Lake,A large body of water surrounded by land,1,0,0,,,,,
Lock,A mechanism for fastening or securing something,1,0,0,,,,,
Ladder,A structure with rungs used for climbing,1,0,0,,,,,
Laptop,A portable personal computer with a screen and keyboard,1,0,0,,,,,
Juice,A liquid extracted from fruits or vegetables,1,0,0,,,,,
Lemonade,A sweetened beverage made from lemon juice,1,0,0,,,,,
Luggage,Bags or suitcases used for carrying personal belongings when traveling,1,0,0,,,,,
Kingfisher,A bird with vibrant colors that lives near water,1,0,0,,,,,
Keyhole,A small opening in a lock where a key is inserted,1,0,0,,,,,
Keyboard,A set of keys used for typing on a computer,1,0,0,,,,,
Ketchup,A tomato-based sauce used as a condiment,1,0,0,,,,,
Leg,A limb used for walking and standing,1,0,0,,,,,
Ladder,"A tool used for climbing, with rungs or steps",1,0,0,,,,,
Laundry,The act of washing clothes or the place where clothes are washed,1,0,0,,,,,
Lunch,A meal eaten in the middle of the day,1,0,0,,,,,
Lawyer,A person who practices law and represents clients in legal matters,1,0,0,,,,,
Letter,A written or printed message sent to someone,1,0,0,,,,,
Library,A place where books and other media are kept for reading and borrowing,1,0,0,,,,,
Kitchen,A room or space where food is prepared and cooked,1,0,0,,,,,
Leaflet,A small booklet or pamphlet with information,1,0,0,,,,,
Lemonade,A refreshing beverage made from lemons,1,0,0,,,,,
Lockbox,"A small, secure box used to store valuables",1,0,0,,,,,
Lollipop,"A sweet treat on a stick, often enjoyed by children",1,0,0,,,,,
Lighter,A small device used to create a flame for lighting cigarettes or candles,1,0,0,,,,,
Lantern,A portable light source often used outdoors,1,0,0,,,,,
Kitten,A baby cat,1,0,0,,,,,
Lounge,A comfortable area for sitting and relaxing,1,0,0,,,,,
Ladder,A tool with steps for climbing up or down,1,0,0,,,,,
Knife,A tool with a blade for cutting,1,0,0,,,,,
Letter,A written message sent to someone,1,0,0,,,,,
Jungle,"A dense, tropical forest with abundant plant and animal life",1,0,0,,,,,
Liner,A covering for protection or to line something,1,0,0,,,,,
Kiosk,"A small, open-fronted booth or stand",1,0,0,,,,,
Label,A tag or sticker that provides information about an item,1,0,0,,,,,
Lunchbox,A container used to carry lunch,1,0,0,,,,,
Luggage,Bags or suitcases used when traveling,1,0,0,,,,,
Ladder,A structure with rungs used for climbing,1,0,0,,,,,
Jelly,"A soft, sweet substance often made from fruit",1,0,0,,,,,
Mail,Letters and packages sent through the postal system,1,0,0,,,,,
Mango,"A sweet, orange fruit often eaten fresh or used in drinks",1,0,0,,,,,
Mask,A covering worn on the face for protection or disguise,1,0,0,,,,,
Mouse,A small device used to control a computer cursor,1,0,0,,,,,
Mountain,A large landform that rises prominently above its surroundings,1,0,0,,,,,
Medicine,A substance used to treat illness or injury,1,0,0,,,,,
Mug,"A cup used for drinking beverages, usually with a handle",1,0,0,,,,,
Map,"A drawing or representation of an area, showing features like roads and rivers",1,0,0,,,,,
Market,A place where people buy and sell goods,1,0,0,,,,,
Mirror,A surface that reflects light and allows you to see your image,1,0,0,,,,,
Museum,"A building where objects of historical, scientific, or artistic value are kept",1,0,0,,,,,
Music,The art of combining sounds in a pleasing way,1,0,0,,,,,
Nail,A thin pointed metal pin used in construction and carpentry,1,0,0,,,,,
Necklace,An ornament worn around the neck,1,0,0,,,,,
Nap,A brief period of sleep usually taken during the day,1,0,0,,,,,
Note,A brief written record or reminder,1,0,0,,,,,
Nut,A hard-shelled fruit or seed that is edible,1,0,0,,,,,
Newspaper,"A daily or weekly publication containing news, articles, and advertisements",1,0,0,,,,,
Nail,"A hard, protective covering at the tip of a finger or toe",1,0,0,,,,,
Nectar,A sweet liquid produced by flowers and collected by bees,1,0,0,,,,,
Needle,"A small, slender tool used for sewing or medical injections",1,0,0,,,,,
Notebook,A book of blank or ruled pages for writing notes,1,0,0,,,,,
Noodle,"A long, thin piece of pasta or dough, often used in soups or stir-fries",1,0,0,,,,,
Napkin,A piece of cloth or paper used to wipe the mouth and hands while eating,1,0,0,,,,,
